,0,1,2,3,4,5,6,7,8,9,10,11
7526,1203130400020120020,健康や医療サービスに関係したボランティア活動行動者率(１０歳以上）（女）,,3,3,1,%,2001CY00,2006CY00,ボランティア活動年間行動者率（10歳以上）=10歳以上のボランティア活動行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7527,1203130400020120030,高齢者を対象としたボランティア活動行動者率(１０歳以上）（女）,,3,2,1,%,2001CY00,2006CY00,ボランティア活動年間行動者率（10歳以上）=10歳以上のボランティア活動行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7528,1203130400020120030,高齢者を対象としたボランティア活動行動者率(１０歳以上）（女）,,3,3,1,%,2001CY00,2006CY00,ボランティア活動年間行動者率（10歳以上）=10歳以上のボランティア活動行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7529,1203130400020120040,障害者を対象としたボランティア活動行動者率(１０歳以上）（女）,,3,2,1,%,2001CY00,2006CY00,ボランティア活動年間行動者率（10歳以上）=10歳以上のボランティア活動行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7530,1203130400020120040,障害者を対象としたボランティア活動行動者率(１０歳以上）（女）,,3,3,1,%,2001CY00,2006CY00,ボランティア活動年間行動者率（10歳以上）=10歳以上のボランティア活動行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7531,1203130400020120050,子供を対象としたボランティア活動行動者率(１０歳以上）（女）,,3,2,1,%,2001CY00,2006CY00,ボランティア活動年間行動者率（10歳以上）=10歳以上のボランティア活動行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7532,1203130400020120050,子供を対象としたボランティア活動行動者率(１０歳以上）（女）,,3,3,1,%,2001CY00,2006CY00,ボランティア活動年間行動者率（10歳以上）=10歳以上のボランティア活動行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7533,1203130400020120060,スポーツ・文化・芸術に関係したボランティア活動行動者率(１０歳以上）（女）,,3,2,1,%,2001CY00,2006CY00,ボランティア活動年間行動者率（10歳以上）=10歳以上のボランティア活動行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7534,1203130400020120060,スポーツ・文化・芸術に関係したボランティア活動行動者率(１０歳以上）（女）,,3,3,1,%,2001CY00,2006CY00,ボランティア活動年間行動者率（10歳以上）=10歳以上のボランティア活動行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7535,1203130400020120070,まちづくりのためのボランティア活動行動者率(１０歳以上）（女）,,3,2,1,%,2001CY00,2006CY00,ボランティア活動年間行動者率（10歳以上）=10歳以上のボランティア活動行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7536,1203130400020120070,まちづくりのためのボランティア活動行動者率(１０歳以上）（女）,,3,3,1,%,2001CY00,2006CY00,ボランティア活動年間行動者率（10歳以上）=10歳以上のボランティア活動行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7537,1203130400020120080,安全な生活のためのボランティア活動行動者率(１０歳以上）（女）,,3,2,1,%,2001CY00,2006CY00,ボランティア活動年間行動者率（10歳以上）=10歳以上のボランティア活動行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7538,1203130400020120080,安全な生活のためのボランティア活動行動者率(１０歳以上）（女）,,3,3,1,%,2001CY00,2006CY00,ボランティア活動年間行動者率（10歳以上）=10歳以上のボランティア活動行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7539,1203130400020120090,自然や環境をまもるためのボランティア活動行動者率(１０歳以上）（女）,,3,2,1,%,2001CY00,2006CY00,ボランティア活動年間行動者率（10歳以上）=10歳以上のボランティア活動行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7540,1203130400020120090,自然や環境をまもるためのボランティア活動行動者率(１０歳以上）（女）,,3,3,1,%,2001CY00,2006CY00,ボランティア活動年間行動者率（10歳以上）=10歳以上のボランティア活動行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7541,1203130400020120100,災害に関係したボランティア活動行動者率(１０歳以上）（女）,,3,2,1,%,2001CY00,2006CY00,ボランティア活動年間行動者率（10歳以上）=10歳以上のボランティア活動行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7542,1203130400020120100,災害に関係したボランティア活動行動者率(１０歳以上）（女）,,3,3,1,%,2001CY00,2006CY00,ボランティア活動年間行動者率（10歳以上）=10歳以上のボランティア活動行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7543,1203130400020120110,その他のボランティア活動行動者率(１０歳以上）（女）,,3,2,1,%,2001CY00,2006CY00,ボランティア活動年間行動者率（10歳以上）=10歳以上のボランティア活動行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7544,1203130400020120110,その他のボランティア活動行動者率(１０歳以上）（女）,,3,3,1,%,2001CY00,2006CY00,ボランティア活動年間行動者率（10歳以上）=10歳以上のボランティア活動行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7545,1203130400020120120,国際協力に関係したボランティア活動行動者率（10歳以上）（女）,,3,2,1,%,2006CY00,2006CY00,ボランティア活動年間行動者率（10歳以上）=10歳以上のボランティア活動行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7546,1203130400020120120,国際協力に関係したボランティア活動行動者率（10歳以上）（女）,,3,3,1,%,2006CY00,2006CY00,ボランティア活動年間行動者率（10歳以上）=10歳以上のボランティア活動行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7547,1203130400020220010,ボランティア活動行動者率(１５歳以上）（女）,,3,2,1,%,1981CY00,2006CY00,,,社会･人口統計体系
7548,1203130400020220010,ボランティア活動行動者率(１５歳以上）（女）,,3,3,1,%,1981CY00,2006CY00,,,社会･人口統計体系
7549,1203130400020220020,健康や医療サービスに関係したボランティア活動行動者率(１５歳以上）（女）,,3,2,1,%,2001CY00,2006CY00,,,社会･人口統計体系
7550,1203130400020220020,健康や医療サービスに関係したボランティア活動行動者率(１５歳以上）（女）,,3,3,1,%,2001CY00,2006CY00,,,社会･人口統計体系
7551,1203130400020220030,高齢者を対象としたボランティア活動行動者率(１５歳以上）（女）,,3,2,1,%,2001CY00,2006CY00,,,社会･人口統計体系
7552,1203130400020220030,高齢者を対象としたボランティア活動行動者率(１５歳以上）（女）,,3,3,1,%,2001CY00,2006CY00,,,社会･人口統計体系
7553,1203130400020220040,障害者を対象としたボランティア活動行動者率(１５歳以上）（女）,,3,2,1,%,2001CY00,2006CY00,,,社会･人口統計体系
7554,1203130400020220040,障害者を対象としたボランティア活動行動者率(１５歳以上）（女）,,3,3,1,%,2001CY00,2006CY00,,,社会･人口統計体系
7555,1203130400020220050,子供を対象としたボランティア活動行動者率(１５歳以上）（女）,,3,2,1,%,2001CY00,2006CY00,,,社会･人口統計体系
7556,1203130400020220050,子供を対象としたボランティア活動行動者率(１５歳以上）（女）,,3,3,1,%,2001CY00,2006CY00,,,社会･人口統計体系
7557,1203130400020220060,スポーツ・文化・芸術に関係したボランティア活動行動者率(１５歳以上）（女）,,3,2,1,%,2001CY00,2006CY00,,,社会･人口統計体系
7558,1203130400020220060,スポーツ・文化・芸術に関係したボランティア活動行動者率(１５歳以上）（女）,,3,3,1,%,2001CY00,2006CY00,,,社会･人口統計体系
7559,1203130400020220070,まちづくりのためのボランティア活動行動者率(１５歳以上）（女）,,3,2,1,%,2001CY00,2006CY00,,,社会･人口統計体系
7560,1203130400020220070,まちづくりのためのボランティア活動行動者率(１５歳以上）（女）,,3,3,1,%,2001CY00,2006CY00,,,社会･人口統計体系
7561,1203130400020220080,安全な生活のためのボランティア活動行動者率(１５歳以上）（女）,,3,2,1,%,2001CY00,2006CY00,,,社会･人口統計体系
7562,1203130400020220080,安全な生活のためのボランティア活動行動者率(１５歳以上）（女）,,3,3,1,%,2001CY00,2006CY00,,,社会･人口統計体系
7563,1203130400020220090,自然や環境をまもるためのボランティア活動行動者率(１５歳以上）（女）,,3,2,1,%,2001CY00,2006CY00,,,社会･人口統計体系
7564,1203130400020220090,自然や環境をまもるためのボランティア活動行動者率(１５歳以上）（女）,,3,3,1,%,2001CY00,2006CY00,,,社会･人口統計体系
7565,1203130400020220100,災害に関係したボランティア活動行動者率(１５歳以上）（女）,,3,2,1,%,2001CY00,2006CY00,,,社会･人口統計体系
7566,1203130400020220100,災害に関係したボランティア活動行動者率(１５歳以上）（女）,,3,3,1,%,2001CY00,2006CY00,,,社会･人口統計体系
7567,1203130400020220110,その他のボランティア活動行動者率(１５歳以上）（女）,,3,2,1,%,2001CY00,2006CY00,,,社会･人口統計体系
7568,1203130400020220110,その他のボランティア活動行動者率(１５歳以上）（女）,,3,3,1,%,2001CY00,2006CY00,,,社会･人口統計体系
7569,1203130400020220120,国際協力に関係したボランティア活動行動者率（15歳以上）（女）,,3,2,1,%,2006CY00,2006CY00,,,社会･人口統計体系
7570,1203130400020220120,国際協力に関係したボランティア活動行動者率（15歳以上）（女）,,3,3,1,%,2006CY00,2006CY00,,,社会･人口統計体系
7571,1203130500000120010,スポーツ行動者率(１０歳以上）,,3,2,1,%,1996CY00,9999CY00,スポーツ行動者率（10歳以上）=10歳以上のスポーツ活動行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7572,1203130500000120010,スポーツ行動者率(１０歳以上）,,3,3,1,%,1996CY00,9999CY00,スポーツ行動者率（10歳以上）=10歳以上のスポーツ活動行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7573,1203130500010120010,スポーツ行動者率(１０歳以上）（男）,,3,2,1,%,1996CY00,9999CY00,スポーツ行動者率（10歳以上）=10歳以上のスポーツ活動行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7574,1203130500010120010,スポーツ行動者率(１０歳以上）（男）,,3,3,1,%,1996CY00,9999CY00,スポーツ行動者率（10歳以上）=10歳以上のスポーツ活動行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7575,1203130500020120010,スポーツ行動者率(１０歳以上）（女）,,3,2,1,%,1996CY00,9999CY00,スポーツ行動者率（10歳以上）=10歳以上のスポーツ活動行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7576,1203130500020120010,スポーツ行動者率(１０歳以上）（女）,,3,3,1,%,1996CY00,9999CY00,スポーツ行動者率（10歳以上）=10歳以上のスポーツ活動行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7577,1203130600000120010,旅行・行楽行動者率（１０歳以上）,,3,2,1,%,1996CY00,9999CY00,旅行 ・ 行楽年間行動者率（10歳以上）=10歳以上の旅行・行楽年間行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7578,1203130600000120010,旅行・行楽行動者率（１０歳以上）,,3,3,1,%,1996CY00,9999CY00,旅行 ・ 行楽年間行動者率（10歳以上）=10歳以上の旅行・行楽年間行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7579,1203130600000220010,旅行・行楽行動者率（１５歳以上）,,3,2,1,%,1986CY00,2001CY00,,,社会･人口統計体系
7580,1203130600000220010,旅行・行楽行動者率（１５歳以上）,,3,3,1,%,1986CY00,2001CY00,,,社会･人口統計体系
7581,1203130600010120010,旅行・行楽行動者率（１０歳以上）（男）,,3,2,1,%,1996CY00,9999CY00,旅行 ・ 行楽年間行動者率（10歳以上）=10歳以上の旅行・行楽年間行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7582,1203130600010120010,旅行・行楽行動者率（１０歳以上）（男）,,3,3,1,%,1996CY00,9999CY00,旅行 ・ 行楽年間行動者率（10歳以上）=10歳以上の旅行・行楽年間行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7583,1203130600010220010,旅行・行楽行動者率（１５歳以上）（男）,,3,2,1,%,1986CY00,2001CY00,,,社会･人口統計体系
7584,1203130600010220010,旅行・行楽行動者率（１５歳以上）（男）,,3,3,1,%,1986CY00,2001CY00,,,社会･人口統計体系
7585,1203130600020120010,旅行・行楽行動者率（１０歳以上）（女）,,3,2,1,%,1996CY00,9999CY00,旅行 ・ 行楽年間行動者率（10歳以上）=10歳以上の旅行・行楽年間行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7586,1203130600020120010,旅行・行楽行動者率（１０歳以上）（女）,,3,3,1,%,1996CY00,9999CY00,旅行 ・ 行楽年間行動者率（10歳以上）=10歳以上の旅行・行楽年間行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7587,1203130600020220010,旅行・行楽行動者率（１５歳以上）（女）,,3,2,1,%,1986CY00,2001CY00,,,社会･人口統計体系
7588,1203130600020220010,旅行・行楽行動者率（１５歳以上）（女）,,3,3,1,%,1986CY00,2001CY00,,,社会･人口統計体系
7589,1203130601000120010,旅行行動者率（１０歳以上）,,3,2,1,%,1996CY00,9999CY00,,,社会･人口統計体系
7590,1203130601000120010,旅行行動者率（１０歳以上）,,3,3,1,%,1996CY00,9999CY00,,,社会･人口統計体系
7591,1203130601000120020,海外旅行行動者率（１０歳以上）,,3,2,1,%,1996CY00,9999CY00,海外旅行年間行動者率（10歳以上）=10歳以上の海外旅行年間行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7592,1203130601000120020,海外旅行行動者率（１０歳以上）,,3,3,1,%,1996CY00,9999CY00,海外旅行年間行動者率（10歳以上）=10歳以上の海外旅行年間行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7593,1203130601000120030,国内旅行行動者率（１０歳以上）,,3,2,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7594,1203130601000120030,国内旅行行動者率（１０歳以上）,,3,3,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7595,1203130601000220010,旅行行動者率（１５歳以上）,,3,2,1,%,1981CY00,2001CY00,,,社会･人口統計体系
7596,1203130601000220010,旅行行動者率（１５歳以上）,,3,3,1,%,1981CY00,2001CY00,,,社会･人口統計体系
7597,1203130601000220020,海外旅行行動者率（１５歳以上）,,3,2,1,%,1981CY00,2001CY00,,,社会･人口統計体系
7598,1203130601000220020,海外旅行行動者率（１５歳以上）,,3,3,1,%,1981CY00,2001CY00,,,社会･人口統計体系
7599,1203130601000220030,国内旅行行動者率（１５歳以上）,,3,2,1,%,2001CY00,2001CY00,,,社会･人口統計体系
7600,1203130601000220030,国内旅行行動者率（１５歳以上）,,3,3,1,%,2001CY00,2001CY00,,,社会･人口統計体系
7601,1203130601010120010,旅行行動者率（１０歳以上）（男）,,3,2,1,%,1996CY00,9999CY00,,,社会･人口統計体系
7602,1203130601010120010,旅行行動者率（１０歳以上）（男）,,3,3,1,%,1996CY00,9999CY00,,,社会･人口統計体系
7603,1203130601010120020,海外旅行行動者率（１０歳以上）（男）,,3,2,1,%,1996CY00,9999CY00,海外旅行年間行動者率（10歳以上）=10歳以上の海外旅行年間行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7604,1203130601010120020,海外旅行行動者率（１０歳以上）（男）,,3,3,1,%,1996CY00,9999CY00,海外旅行年間行動者率（10歳以上）=10歳以上の海外旅行年間行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7605,1203130601010120030,国内旅行行動者率（１０歳以上）（男）,,3,2,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7606,1203130601010120030,国内旅行行動者率（１０歳以上）（男）,,3,3,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7607,1203130601010220010,旅行行動者率（１５歳以上）（男）,,3,2,1,%,1981CY00,2001CY00,,,社会･人口統計体系
7608,1203130601010220010,旅行行動者率（１５歳以上）（男）,,3,3,1,%,1981CY00,2001CY00,,,社会･人口統計体系
7609,1203130601010220020,海外旅行行動者率（１５歳以上）（男）,,3,2,1,%,1981CY00,2001CY00,,,社会･人口統計体系
7610,1203130601010220020,海外旅行行動者率（１５歳以上）（男）,,3,3,1,%,1981CY00,2001CY00,,,社会･人口統計体系
7611,1203130601010220030,国内旅行行動者率（１５歳以上）（男）,,3,2,1,%,2001CY00,2001CY00,,,社会･人口統計体系
7612,1203130601010220030,国内旅行行動者率（１５歳以上）（男）,,3,3,1,%,2001CY00,2001CY00,,,社会･人口統計体系
7613,1203130601020120010,旅行行動者率（１０歳以上）（女）,,3,2,1,%,1996CY00,9999CY00,,,社会･人口統計体系
7614,1203130601020120010,旅行行動者率（１０歳以上）（女）,,3,3,1,%,1996CY00,9999CY00,,,社会･人口統計体系
7615,1203130601020120020,海外旅行行動者率（１０歳以上）（女）,,3,2,1,%,1996CY00,9999CY00,海外旅行年間行動者率（10歳以上）=10歳以上の海外旅行年間行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7616,1203130601020120020,海外旅行行動者率（１０歳以上）（女）,,3,3,1,%,1996CY00,9999CY00,海外旅行年間行動者率（10歳以上）=10歳以上の海外旅行年間行動者数/10歳以上の人口×100（％）,,社会･人口統計体系
7617,1203130601020120030,国内旅行行動者率（１０歳以上）（女）,,3,2,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7618,1203130601020120030,国内旅行行動者率（１０歳以上）（女）,,3,3,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7619,1203130601020220010,旅行行動者率（１５歳以上）（女）,,3,2,1,%,1981CY00,2001CY00,,,社会･人口統計体系
7620,1203130601020220010,旅行行動者率（１５歳以上）（女）,,3,3,1,%,1981CY00,2001CY00,,,社会･人口統計体系
7621,1203130601020220020,海外旅行行動者率（１５歳以上）（女）,,3,2,1,%,1981CY00,2001CY00,,,社会･人口統計体系
7622,1203130601020220020,海外旅行行動者率（１５歳以上）（女）,,3,3,1,%,1981CY00,2001CY00,,,社会･人口統計体系
7623,1203130601020220030,国内旅行行動者率（１５歳以上）（女）,,3,2,1,%,2001CY00,2001CY00,,,社会･人口統計体系
7624,1203130601020220030,国内旅行行動者率（１５歳以上）（女）,,3,3,1,%,2001CY00,2001CY00,,,社会･人口統計体系
7625,1203130602000120010,行楽行動者率（１０歳以上）,,3,2,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7626,1203130602000120010,行楽行動者率（１０歳以上）,,3,3,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7627,1203130602000220010,行楽行動者率（１５歳以上）,,3,2,1,%,2001CY00,2001CY00,,,社会･人口統計体系
7628,1203130602000220010,行楽行動者率（１５歳以上）,,3,3,1,%,2001CY00,2001CY00,,,社会･人口統計体系
7629,1203130602010120010,行楽行動者率（１０歳以上）（男）,,3,2,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7630,1203130602010120010,行楽行動者率（１０歳以上）（男）,,3,3,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7631,1203130602010220010,行楽行動者率（１５歳以上）（男）,,3,2,1,%,2001CY00,2001CY00,,,社会･人口統計体系
7632,1203130602010220010,行楽行動者率（１５歳以上）（男）,,3,3,1,%,2001CY00,2001CY00,,,社会･人口統計体系
7633,1203130602020120010,行楽行動者率（１０歳以上）（女）,,3,2,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7634,1203130602020120010,行楽行動者率（１０歳以上）（女）,,3,3,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7635,1203130602020220010,行楽行動者率（１５歳以上）（女）,,3,2,1,%,2001CY00,2001CY00,,,社会･人口統計体系
7636,1203130602020220010,行楽行動者率（１５歳以上）（女）,,3,3,1,%,2001CY00,2001CY00,,,社会･人口統計体系
7637,1203130700000120010,学習・自己啓発・訓練行動者率（１０歳以上）,,3,2,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7638,1203130700000120010,学習・自己啓発・訓練行動者率（１０歳以上）,,3,3,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7639,1203130700010120010,学習・自己啓発・訓練行動者率（１０歳以上）（男）,,3,2,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7640,1203130700010120010,学習・自己啓発・訓練行動者率（１０歳以上）（男）,,3,3,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7641,1203130700020120010,学習・自己啓発・訓練行動者率（１０歳以上）（女）,,3,2,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7642,1203130700020120010,学習・自己啓発・訓練行動者率（１０歳以上）（女）,,3,3,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7643,1203130800000220010,学習・研究行動者率（１５歳以上）,,3,2,1,%,1981CY00,2006CY00,,,社会･人口統計体系
7644,1203130800000220010,学習・研究行動者率（１５歳以上）,,3,3,1,%,1981CY00,2006CY00,,,社会･人口統計体系
7645,1203130800010220010,学習・研究行動者率（１５歳以上）（男）,,3,2,1,%,1981CY00,2006CY00,,,社会･人口統計体系
7646,1203130800010220010,学習・研究行動者率（１５歳以上）（男）,,3,3,1,%,1981CY00,2006CY00,,,社会･人口統計体系
7647,1203130800020220010,学習・研究行動者率（１５歳以上）（女）,,3,2,1,%,1981CY00,2006CY00,,,社会･人口統計体系
7648,1203130800020220010,学習・研究行動者率（１５歳以上）（女）,,3,3,1,%,1981CY00,2006CY00,,,社会･人口統計体系
7649,1203130900000120010,趣味・娯楽行動者率（１０歳以上）,,3,2,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7650,1203130900000120010,趣味・娯楽行動者率（１０歳以上）,,3,3,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7651,1203130900000220010,趣味・娯楽行動者率（１５歳以上）,,3,2,1,%,1981CY00,2006CY00,,,社会･人口統計体系
7652,1203130900000220010,趣味・娯楽行動者率（１５歳以上）,,3,3,1,%,1981CY00,2006CY00,,,社会･人口統計体系
7653,1203130900010120010,趣味・娯楽行動者率（１０歳以上）（男）,,3,2,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7654,1203130900010120010,趣味・娯楽行動者率（１０歳以上）（男）,,3,3,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7655,1203130900010220010,趣味・娯楽行動者率（１５歳以上）（男）,,3,2,1,%,1981CY00,2006CY00,,,社会･人口統計体系
7656,1203130900010220010,趣味・娯楽行動者率（１５歳以上）（男）,,3,3,1,%,1981CY00,2006CY00,,,社会･人口統計体系
7657,1203130900020120010,趣味・娯楽行動者率（１０歳以上）（女）,,3,2,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7658,1203130900020120010,趣味・娯楽行動者率（１０歳以上）（女）,,3,3,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7659,1203130900020220010,趣味・娯楽行動者率（１５歳以上）（女）,,3,2,1,%,1981CY00,2006CY00,,,社会･人口統計体系
7660,1203130900020220010,趣味・娯楽行動者率（１５歳以上）（女）,,3,3,1,%,1981CY00,2006CY00,,,社会･人口統計体系
7661,1203130901000120010,テレビ・ラジオ・新聞・雑誌行動者率（１０歳以上）,,3,2,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7662,1203130901000120010,テレビ・ラジオ・新聞・雑誌行動者率（１０歳以上）,,3,3,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7663,1203130901000220010,テレビ・ラジオ・新聞・雑誌行動者率（１５歳以上）,,3,2,1,%,1981CY00,2006CY00,,,社会･人口統計体系
7664,1203130901000220010,テレビ・ラジオ・新聞・雑誌行動者率（１５歳以上）,,3,3,1,%,1981CY00,2006CY00,,,社会･人口統計体系
7665,1203130901010120010,テレビ・ラジオ・新聞・雑誌行動者率（１０歳以上）（男）,,3,2,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7666,1203130901010120010,テレビ・ラジオ・新聞・雑誌行動者率（１０歳以上）（男）,,3,3,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7667,1203130901010220010,テレビ・ラジオ・新聞・雑誌行動者率（１５歳以上）（男）,,3,2,1,%,1981CY00,2006CY00,,,社会･人口統計体系
7668,1203130901010220010,テレビ・ラジオ・新聞・雑誌行動者率（１５歳以上）（男）,,3,3,1,%,1981CY00,2006CY00,,,社会･人口統計体系
7669,1203130901020120010,テレビ・ラジオ・新聞・雑誌行動者率（１０歳以上）（女）,,3,2,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7670,1203130901020120010,テレビ・ラジオ・新聞・雑誌行動者率（１０歳以上）（女）,,3,3,1,%,2001CY00,9999CY00,,,社会･人口統計体系
7671,1203130901020220010,テレビ・ラジオ・新聞・雑誌行動者率（１５歳以上）（女）,,3,2,1,%,1981CY00,2006CY00,,,社会･人口統計体系
7672,1203130901020220010,テレビ・ラジオ・新聞・雑誌行動者率（１５歳以上）（女）,,3,3,1,%,1981CY00,2006CY00,,,社会･人口統計体系
7673,1203130902000120010,インターネットの利用行動者率（１０歳以上）,,3,2,1,%,2001CY00,2006CY00,,,社会･人口統計体系
7674,1203130902000120010,インターネットの利用行動者率（１０歳以上）,,3,3,1,%,2001CY00,2006CY00,,,社会･人口統計体系
7675,1203130902010120010,インターネットの利用行動者率（１０歳以上）(男）,,3,2,1,%,2001CY00,2006CY00,,,社会･人口統計体系
7676,1203130902010120010,インターネットの利用行動者率（１０歳以上）(男）,,3,3,1,%,2001CY00,2006CY00,,,社会･人口統計体系
7677,1203130902020120010,インターネットの利用行動者率（１０歳以上）(女）,,3,2,1,%,2001CY00,2006CY00,,,社会･人口統計体系
7678,1203130902020120010,インターネットの利用行動者率（１０歳以上）(女）,,3,3,1,%,2001CY00,2006CY00,,,社会･人口統計体系
7679,1203140000000010000,生活時間・第１次活動,1次活動 生活時間,3,2,1,分,1996CY00,9999CY00,第１次活動=睡眠，食事など生理的に必要な活動の一人１日当たりの平均行動時間数,,社会生活基本調査
7680,1203140000000010000,生活時間・第１次活動,1次活動 生活時間,3,3,1,分,1996CY00,9999CY00,第１次活動=睡眠，食事など生理的に必要な活動の一人１日当たりの平均行動時間数,,社会生活基本調査
7681,1203140001000010000,生活時間・第１次活動（男）,男 1次活動 生活時間,3,2,1,分,1996CY00,9999CY00,第１次活動=睡眠，食事など生理的に必要な活動の一人１日当たりの平均行動時間数,,社会生活基本調査
7682,1203140001000010000,生活時間・第１次活動（男）,男 1次活動 生活時間,3,3,1,分,1996CY00,9999CY00,第１次活動=睡眠，食事など生理的に必要な活動の一人１日当たりの平均行動時間数,,社会生活基本調査
7683,1203140001000110010,１次活動の平均時間（１５歳以上）（男）,,3,2,1,分,1976CY00,9999CY00,1次活動の平均時間（男）=睡眠，食事など生理的に必要な活動の男性一人１日当たりの平均行動時間数,,社会･人口統計体系
7684,1203140001000110010,１次活動の平均時間（１５歳以上）（男）,,3,3,1,分,1976CY00,9999CY00,1次活動の平均時間（男）=睡眠，食事など生理的に必要な活動の男性一人１日当たりの平均行動時間数,,社会･人口統計体系
7685,1203140001000110020,１次活動の平均時間（１５～２４歳）（男）,,3,2,1,分,1981CY00,9999CY00,1次活動の平均時間（男）=睡眠，食事など生理的に必要な活動の男性一人１日当たりの平均行動時間数,,社会･人口統計体系
7686,1203140001000110020,１次活動の平均時間（１５～２４歳）（男）,,3,3,1,分,1981CY00,9999CY00,1次活動の平均時間（男）=睡眠，食事など生理的に必要な活動の男性一人１日当たりの平均行動時間数,,社会･人口統計体系
7687,1203140001000110030,１次活動の平均時間（２５～３４歳）（男）,,3,2,1,分,1991CY00,9999CY00,1次活動の平均時間（男）=睡眠，食事など生理的に必要な活動の男性一人１日当たりの平均行動時間数,,社会･人口統計体系
7688,1203140001000110030,１次活動の平均時間（２５～３４歳）（男）,,3,3,1,分,1991CY00,9999CY00,1次活動の平均時間（男）=睡眠，食事など生理的に必要な活動の男性一人１日当たりの平均行動時間数,,社会･人口統計体系
7689,1203140001000110040,１次活動の平均時間（３５～４４歳）（男）,,3,2,1,分,1991CY00,9999CY00,1次活動の平均時間（男）=睡眠，食事など生理的に必要な活動の男性一人１日当たりの平均行動時間数,,社会･人口統計体系
7690,1203140001000110040,１次活動の平均時間（３５～４４歳）（男）,,3,3,1,分,1991CY00,9999CY00,1次活動の平均時間（男）=睡眠，食事など生理的に必要な活動の男性一人１日当たりの平均行動時間数,,社会･人口統計体系
7691,1203140001000110050,１次活動の平均時間（４５～５４歳）（男）,,3,2,1,分,1991CY00,9999CY00,1次活動の平均時間（男）=睡眠，食事など生理的に必要な活動の男性一人１日当たりの平均行動時間数,,社会･人口統計体系
